hip,hd,bayer,flam,con,mag,dist
40167,68255,Zet-2,16,Cnc,4.67,25.0815
40240,68351,,15,Cnc,5.62,209.6436
40259,68752,,20,Pup,4.99,266.6667
40526,69267,Bet,17,Cnc,3.53,93.0233
40604,69665,,21,Pup,6.32,273.9726
40646,68930,,29,Lyn,5.63,91.8274
40702,71243,Alp,,Cha,4.05,19.5618
40817,71046,Kap-1,,Vol,5.33,133.3333
40834,71066,Kap-2,,Vol,5.63,128.3697
40843,69897,Chi,18,Cnc,5.13,18.2715
40875,69548,,30,Lyn,5.89,32.352
40881,70011,Lam,19,Cnc,5.92,140.2525
40888,71701,The,,Cha,4.34,47.619
41003,71576,Eta,,Vol,5.28,116.8224
41037,71129,Eps,,Car,1.86,185.5288
41067,70673,,22,Pup,6.13,126.1034
41075,70272,,31,Lyn,4.25,117.2333
41117,70569,,20,Cnc,5.94,117.7856
41163,70734,,21,Cnc,6.11,272.4796
41211,70958,,1,Hya,5.61,26.617
41312,71878,Bet,,Vol,3.77,32.9707
41319,71030,,25,Cnc,6.11,44.9438
41375,71297,,2,Hya,5.6,50.025
41377,71093,Phi-1,22,Cnc,5.58,114.4165
41389,71152,,24,Cnc,6.51,79.7448
41400,71250,,27,Cnc,5.56,276.2431
41404,71150,Phi-2,23,Cnc,6.3,84.5309
41574,71496,,28,Cnc,6.05,136.612
41578,71555,,29,Cnc,5.94,105.2632
41704,71369,Omi,1,UMa,3.35,54.9149
41816,72041,Ups-1,30,Cnc,5.71,76.6284
41822,72094,The,31,Cnc,5.33,127.2265
41904,72359,,34,Cnc,6.48,165.2893
41909,72292,Eta,33,Cnc,5.33,91.4913
41940,72324,Ups-2,32,Cnc,6.35,170.3578
41975,72291,,32,Lyn,6.2,37.092
42080,72037,,2,UMa,5.47,46.7508
42090,72524,,33,Lyn,5.76,108.8139
42133,72779,,35,Cnc,6.55,202.8398
42146,72968,,3,Hya,5.72,92.8505
42265,73143,,36,Cnc,5.92,149.7006
42313,73262,Del,4,Hya,4.14,49.1642
42334,73495,Eta,,Pyx,5.24,71.0732
42353,73316,,37,Cnc,6.54,111.9821
42402,73471,Sig,5,Hya,4.45,114.2857
42425,74405,The,,Vol,5.19,73.6377
42438,72905,Pi-1,3,UMa,5.63,14.3554
42483,73898,Zet,,Pyx,4.86,74.9064
42485,73575,,38,Cnc,6.65,176.9912
42509,73840,,6,Hya,4.98,119.0476
42515,74006,Bet,,Pyx,3.97,127.551
42516,73665,,39,Cnc,6.39,186.5672
42523,73666,,40,Cnc,6.61,180.1802
42527,73108,Pi-2,4,UMa,4.59,78.4929
42536,74195,Omi,,Vel,3.6,151.2859
42556,73731,Eps,41,Cnc,6.29,179.8561
42578,73785,,42,Cnc,6.83,164.2036
42604,73593,,34,Lyn,5.35,55.2792
42637,75416,Eta,,Cha,5.46,94.9668
42662,74137,,9,Hya,4.87,64.9351
42791,74200,,44,Cnc,8.04,222.7171
42795,74228,,45,Cnc,5.62,284.0909
42799,74280,Eta,7,Hya,4.3,179.8561
42806,74198,Gam,43,Cnc,4.66,55.5556
42828,74575,Alp,,Pyx,3.68,269.5418
42911,74442,Del,47,Cnc,3.94,40.032
42913,74956,Del,,Vel,1.93,24.6975
42917,74521,,49,Cnc,5.63,129.7017
42931,74591,,10,Hya,6.13,64.5578
42954,74485,,46,Cnc,6.12,181.1594
43067,74918,,12,Hya,4.32,75.1315
43100,74738,Iot,48,Cnc,6.58,85.5432
43103,74739,Iot,48,Cnc,4.03,101.5228
43109,74874,Eps,11,Hya,3.38,39.6354
43121,74873,,50,Cnc,5.89,53.9665
43234,75137,Rho,13,Hya,4.35,108.5776
43305,75333,,14,Hya,5.3,138.1215
43409,75691,Gam,,Pyx,4.02,63.5728
43454,75528,,54,Cnc,6.36,38.3142
43463,75558,,52,Cnc,7.38,158.2278
43496,75737,,15,Hya,5.55,136.7989
43531,75506,,35,Lyn,5.15,81.2348
43575,75716,,53,Cnc,6.25,271.7391
43584,75698,Sig-1,51,Cnc,5.67,64.4745
43587,75732,Rho-1,55,Cnc,5.96,12.3411
43644,75486,,5,UMa,5.72,88.8099
43721,75959,,57,Cnc,5.4,141.4427
43813,76294,Zet,16,Hya,3.11,51.2558
43822,76369,,17,Hya,6.07,88.4956
43825,76483,Del,,Pyx,4.87,75.815
43834,76219,Rho-2,58,Cnc,5.23,149.2537
43851,76351,,60,Cnc,5.44,213.2196
43903,75958,,6,UMa,5.57,94.0734
43908,79837,Zet,,Oct,5.43,49.7512
43932,76398,Sig-2,59,Cnc,5.44,59.5593
43970,76543,Omi-1,62,Cnc,5.22,45.7247
44001,76582,Omi-2,63,Cnc,5.68,46.1255
44031,76572,,61,Cnc,6.25,55.5247
44066,76756,Alp,65,Cnc,4.26,57.7367
44127,76644,Iot,9,UMa,3.12,14.5096
44154,76813,Sig-3,64,Cnc,5.23,90.6618
44307,77104,,66,Cnc,5.89,143.0615
44336,77230,,68,Cnc,7.39,174.5201
44342,77190,,67,Cnc,6.07,58.0046
44382,78045,Alp,,Vol,4.0,38.2995
44390,76827,Rho,8,UMa,4.74,96.432
44405,77350,Nu,69,Cnc,5.45,120.3369
44471,77327,Kap,12,UMa,3.57,109.8901
44512,77557,,70,Cnc,6.67,195.3125
44637,77892,,71,Cnc,8.09,206.1856
44659,77996,Ome,18,Hya,4.99,274.7253
44798,78316,Kap,76,Cnc,5.23,162.8664
44816,78647,Lam,,Vel,2.23,166.9449
44818,78235,Tau,72,Cnc,5.42,83.8926
44824,78541,Kap,,Pyx,4.62,171.8213
44857,77800,Sig-1,11,UMa,5.15,159.7444
44883,78556,,19,Hya,5.6,188.3239
44892,78418,,75,Cnc,5.95,31.0078
44901,78209,,15,UMa,4.46,28.8184
44918,78479,,78,Cnc,7.19,216.4502
44946,78515,Xi,77,Cnc,5.16,114.4165
44961,78732,,20,Hya,5.47,147.7105
45001,78922,Eps,,Pyx,5.59,64.9773
45033,78715,,79,Cnc,6.04,112.8668
45038,78154,Sig-2,13,UMa,4.8,20.3791
45075,78362,Tau,14,UMa,4.67,38.7297
45153,79009,,80,Cnc,6.87,120.3369
45170,79096,Pi-1,81,Cnc,6.49,20.3625
45184,79193,,21,Hya,6.1,86.7303
45238,80007,Bet,,Car,1.67,34.6981
45290,79158,,36,Lyn,5.3,178.2531
45333,79028,,16,UMa,5.18,19.5695
45336,79469,The,22,Hya,3.89,34.7947
45410,79554,Pi-2,82,Cnc,5.36,186.2197
45455,79354,,17,UMa,5.28,220.7506
45493,79439,,18,UMa,4.8,35.8423
45526,79931,,24,Hya,5.49,207.4689
45527,79910,,23,Hya,5.24,75.2445
45556,80404,Iot,,Car,2.21,234.7418
45588,80105,,25,Hya,7.07,161.8123
45688,80081,,38,Lyn,3.82,38.2702
45699,80218,,83,Cnc,6.61,40.6504
45751,80499,,26,Hya,4.77,103.3058
45811,80586,,27,Hya,4.8,68.2128
45812,80130,,20,UMa,7.55,199.2032
45860,80493,Alp,40,Lyn,3.14,62.2665
45902,80874,The,,Pyx,4.71,154.0832
45941,81188,Kap,,Vel,2.47,175.4386
46026,81169,Lam,,Pyx,4.71,58.8928
46107,82554,Iot,,Cha,5.34,58.1395
46146,81146,Kap,1,Leo,4.47,61.7284
46221,81420,,28,Hya,5.6,275.4821
46239,81104,,21,UMa,7.36,196.0784
46365,81728,,29,Hya,6.53,234.7418
46390,81797,Alp,30,Hya,1.99,55.2792
46454,81858,Ome,2,Leo,5.4,33.1675
46457,81873,,3,Leo,5.72,124.2236
46509,81997,Tau-1,31,Hya,4.59,17.334
46515,82150,Eps,,Ant,4.51,217.8649
46651,82434,Psi,,Vel,3.6,18.8147
46652,82087,,7,LMi,5.87,153.8462
46657,82383,Zet-1,,Ant,5.75,124.3781
46733,81937,,23,UMa,3.65,23.8152
46734,82513,Zet-2,,Ant,5.91,117.6471
46735,82198,,8,LMi,5.39,147.0588
46750,82308,Lam,4,Leo,4.32,100.9082
46771,82395,Xi,5,Leo,4.99,66.0939
46774,82381,,6,Leo,5.07,153.1394
46776,82446,Tau-2,32,Hya,4.54,158.7302
46853,82328,The,25,UMa,3.17,13.4789
46904,82522,,9,LMi,6.19,149.0313
46928,83979,Zet,,Cha,5.07,175.4386
46952,82635,,10,LMi,4.54,56.7215
46977,82210,,24,UMa,4.54,31.9285
46982,82870,,33,Hya,5.56,173.6111
47006,82621,,26,UMa,4.47,80.3859
47013,82189,,22,UMa,5.77,49.0918
47080,82885,,11,LMi,5.4,11.3688
47096,83023,,7,Leo,6.32,209.6436
47189,83189,,8,Leo,5.73,355.8719
47205,83240,,10,Leo,5.0,75.3012
47247,83273,,9,Leo,6.61,71.736
47249,83373,,34,Hya,6.4,130.039
47266,83343,,11,Leo,6.63,98.2318
47300,83287,,42,Lyn,5.28,37.5799
47382,83469,,12,Leo,7.22,106.1571
47427,83650,,37,Hya,6.31,307.6923
47431,83618,Iot,35,Hya,3.9,80.7103
47452,83754,Kap,38,Hya,5.07,133.6898
47508,83808,Omi,14,Leo,3.52,39.9521
47550,83821,,13,Leo,6.26,169.2047
47570,83805,,43,Lyn,5.61,106.4963
47631,83951,,13,LMi,6.12,53.2765
47654,83506,,27,UMa,5.15,146.6276
47701,84107,,15,Leo,5.64,49.0196
47723,84194,Psi,16,Leo,5.36,187.2659
47758,84367,The,,Ant,4.78,104.0583
47908,84441,Eps,17,Leo,2.97,75.643
47911,84179,,28,UMa,6.51,77.4593
47956,85396,Nu,,Cha,5.43,56.5291
47959,84561,,18,Leo,5.67,156.9859
48002,85123,Ups,,Car,2.92,440.5286
48029,84722,,19,Leo,6.44,84.674
48087,84882,,3,Sex,7.04,163.6661
48218,85040,,20,Leo,6.1,191.5709
48256,85029,,16,LMi,6.64,401.6064
48273,85217,,4,Sex,6.24,44.6628
48286,85294,,5,Sex,7.11,125.3133
48298,85259,,21,Leo,6.86,237.5297
48319,84999,Ups,29,UMa,3.78,35.6379
48324,85268,,23,Leo,6.45,369.0037
48341,85364,,6,Sex,6.01,63.5728
48356,85444,Ups-1,39,Hya,4.11,80.9061
48390,85376,,22,Leo,5.29,41.4594
48402,85235,Phi,30,UMa,4.55,156.0062
48414,85504,,7,Sex,6.02,202.8398
48428,85373,,17,LMi,6.71,128.866
48437,85558,Gam,8,Sex,5.07,85.1064
48455,85503,Mu,24,Leo,3.88,38.0518
48552,85762,,8,Sex,6.72,243.309
48682,85795,,31,UMa,5.27,63.7755
48774,86440,Phi,,Vel,3.52,487.8049
48833,86146,,19,LMi,5.11,28.1452
48881,86359,,26,Leo,7.45,88.1834
48883,86360,Nu,27,Leo,5.26,153.1394
48926,86629,Eta,,Ant,5.23,33.3111
48990,86611,,12,Sex,6.69,59.8444
49029,86663,Pi,29,Leo,4.68,124.533
49065,87971,Mu-1,,Cha,5.53,115.0748
49081,86728,,20,LMi,5.37,15.0466
49326,88351,Mu-2,,Cha,6.6,159.7444
49329,87301,,13,Sex,6.43,56.0224
49402,87504,Ups-2,40,Hya,4.6,96.1538
49530,87682,,14,Sex,6.2,109.1703
49583,87737,Eta,30,Leo,3.48,389.1051
49593,87696,,21,LMi,4.49,28.2406
49637,87837,,31,Leo,4.39,90.5797
49641,87887,Alp,15,Sex,4.48,86.881
49669,87901,Alp,32,Leo,1.36,24.3132
49739,88048,,16,Sex,6.6,175.4386
49812,88195,,17,Sex,5.91,182.8154
49841,88284,Lam,41,Hya,3.61,34.5066
49850,88233,,33,Leo,7.95,100.7049
49865,88333,,18,Sex,5.64,145.1379
49929,88355,,34,Leo,6.43,64.5995
50027,88547,,19,Sex,5.77,127.551
50099,89080,Ome,,Car,3.29,104.8218
50100,88697,,20,Sex,7.21,51.8403
50140,88764,,21,Sex,6.97,255.7545
50218,88786,,22,LMi,6.47,203.252
50303,88960,,23,LMi,5.49,79.9361
50316,88986,,24,LMi,6.46,33.1895
50319,89010,,35,Leo,5.95,31.1721
50333,89056,,37,Leo,5.42,179.5332
50335,89025,Zet,36,Leo,3.43,84.0336
50372,89021,Lam,33,UMa,3.45,42.1585
50384,89125,,39,Leo,5.81,22.805
50414,89254,Eps,22,Sex,5.25,59.312
50448,88983,,32,UMa,5.74,79.5545
50564,89449,,40,Leo,4.78,21.3675
50583,89484,Gam-1,41,Leo,2.01,39.8883
50684,89688,,23,Sex,6.66,769.2308
50755,89774,,42,Leo,6.16,142.6534
50801,89758,Mu,34,UMa,3.06,70.6215
50851,89962,,43,Leo,6.06,71.1238
50857,89892,,26,LMi,7.1,81.1688
50860,89904,,27,LMi,5.89,74.2942
50885,90044,,25,Sex,5.93,104.1667
50887,90043,,24,Sex,6.45,77.4593
50935,90040,,28,LMi,5.52,130.039
51008,90254,,44,Leo,5.61,314.4654
51047,90250,,29,LMi,6.49,126.1034
51056,90277,,30,LMi,4.72,71.5308
51069,90432,Mu,42,Hya,3.83,71.7875
51117,90473,,26,Sex,6.33,250.6266
51135,90485,,27,Sex,6.55,187.9699
51172,90610,Alp,,Ant,4.28,112.2334
51213,90569,,45,Leo,6.01,129.199
51233,90537,Bet,31,LMi,4.2,47.1921
51362,90882,Del,29,Sex,5.19,98.7167
51376,90972,Del,,Ant,5.57,133.1558
51401,90633,,35,UMa,6.32,101.2146
51420,90840,,32,LMi,5.79,231.4815
51437,90994,Bet,30,Sex,5.08,124.0695
51451,91011,,31,Sex,6.98,142.2475
51459,90839,,36,UMa,4.82,12.7796
51556,91130,,33,LMi,5.9,78.0031
51585,91232,,46,Leo,5.43,212.766
51592,91256,,32,Sex,7.09,291.5452
51614,91369,Phi-1,43,Hya,7.62,73.3676
51624,91316,Rho,47,Leo,3.84,100000.0
51685,91365,,34,LMi,5.57,209.6436
51718,91550,,44,Hya,5.08,244.4988
51775,91612,,48,Leo,5.07,81.5661
51802,91636,,49,Leo,5.67,131.406
51814,91480,,37,UMa,5.16,26.5252
51839,92305,Gam,,Cha,4.11,128.041
51905,91880,Phi-2,,Hya,6.01,232.0186
51914,91752,,35,LMi,6.29,47.9616
52032,92000,,36,LMi,6.42,442.4779
52085,92214,Phi-3,,Hya,4.91,64.5578
52098,92125,,37,LMi,4.68,177.305
52120,92196,,50,Leo,6.61,52.3286
52139,92168,,38,LMi,5.84,52.3286
52240,92371,,39,LMi,7.11,152.207
52316,92588,,33,Sex,6.25,36.8189
52353,92424,,38,UMa,5.12,69.541
52401,92749,,34,Sex,6.57,71.3776
52419,93030,The,,Car,2.74,139.6648
52422,92769,,40,LMi,5.51,48.3793
52452,92841,,35,Sex,5.77,169.4915
52457,92825,,41,LMi,5.08,70.2741
52478,92728,,39,UMa,5.79,113.3787
52584,93102,,36,Sex,6.27,147.0588
52595,93779,Del-1,,Cha,5.46,106.8376
52633,93845,Del-2,,Cha,4.45,107.5269
52638,93152,,42,LMi,5.36,117.2333
52650,93075,,40,UMa,7.11,113.2503
52685,93132,,41,UMa,6.34,214.5923
52686,93257,,51,Leo,5.5,57.2082
52689,93291,,52,Leo,5.49,88.1057
52727,93497,Mu,,Vel,2.69,35.9195
52882,93636,,43,LMi,6.15,181.1594
52884,93704,,39,Sex,7.07,176.3668
52911,93702,,53,Leo,5.32,116.6861
52913,93742,,40,Sex,6.61,85.9845
52943,93813,Nu,,Hya,3.11,44.0723
52959,93765,,44,LMi,6.05,86.6551
52980,93903,,41,Sex,5.8,95.2381
53043,93859,,43,UMa,5.66,109.529
53064,93875,,42,UMa,5.57,83.5422
53195,94218,,45,LMi,7.48,115.8749
53229,94264,,46,LMi,3.79,29.0867
53261,94247,,44,UMa,5.12,200.4008
53295,94334,Ome,45,UMa,4.66,75.5287
53355,94480,,48,LMi,6.19,118.9061
53417,94601,,54,Leo,4.3,87.9507
53423,94672,,55,Leo,5.91,44.8632
53426,94600,,46,UMa,5.02,72.6216
53449,94705,,56,Leo,5.91,119.1895
53460,94738,,57,Leo,6.66,228.833
53492,94747,,50,LMi,6.36,78.4929
53502,94890,Iot,,Ant,4.6,58.2751
53702,96124,Eta,,Oct,6.19,105.4852
53721,95128,,47,UMa,5.03,14.0627
53740,95272,Alp,7,Crt,4.08,48.8043
53807,95345,,58,Leo,4.84,110.4972
53824,95382,,59,Leo,4.98,46.3607
53838,95310,,49,UMa,5.06,115.4734
53907,95578,,61,Leo,4.73,179.2115
53910,95418,Bet,48,UMa,2.34,24.4499
53954,95608,,60,Leo,4.42,38.8651
54049,95849,,62,Leo,5.95,185.8736
54061,95689,Alp,50,UMa,1.81,37.679
54136,95934,,51,UMa,6.01,78.8644
54182,96097,Chi,63,Leo,4.62,28.9939
54196,96094,,51,LMi,7.6,55.4631
54204,96202,Chi-1,,Hya,4.92,43.2339
54255,96314,Chi-2,,Hya,5.69,212.3142
54336,96436,,65,Leo,5.52,63.2111
54388,96528,,64,Leo,6.48,77.4593
54487,96738,,67,Leo,5.7,141.2429
54515,96855,,66,Leo,6.82,79.6178
54539,96833,Psi,52,UMa,3.0,44.3066
54682,97277,Bet,11,Crt,4.46,104.2753
54742,97411,Psi,,Crt,6.11,153.8462
54849,97585,,69,Leo,5.4,161.8123
54872,97603,Del,68,Leo,2.56,17.9147
54879,97633,The,70,Leo,3.33,50.6073
54951,97778,,72,Leo,4.56,294.1176
55016,97907,,73,Leo,5.31,118.4834
55084,98058,Phi,74,Leo,4.45,56.4653
55137,98118,,75,Leo,5.18,101.833
55219,98262,Nu,54,UMa,3.49,122.399
55249,98366,,76,Leo,5.9,90.2527
55266,98353,,55,UMa,4.76,58.8235
55282,98430,Del,12,Crt,3.56,56.9476
55425,98718,Pi,,Cen,3.9,109.6491
55434,98664,Sig,77,Leo,4.05,67.4764
55533,98824,,71,Leo,7.03,163.1321
55560,98839,,56,UMa,4.99,163.3987
55598,98991,Lam,13,Crt,5.08,42.8816
55642,99028,Iot,78,Leo,4.0,23.6742
55650,99055,,79,Leo,5.39,108.4599
55687,99167,Eps,14,Crt,4.81,115.3403
55705,99211,Gam,15,Crt,4.06,25.2398
55765,99285,,81,Leo,5.58,43.9174
55769,99305,,82,Leo,6.73,85.4701
55791,99329,,80,Leo,6.35,55.9284
55846,99491,,83,Leo,6.49,17.7462
55874,99564,Kap,16,Crt,5.93,70.0771
55945,99648,Tau,84,Leo,4.95,172.4138
56034,99787,,57,UMa,5.3,65.2316
56080,99902,,85,Leo,5.74,134.2282
56127,99998,,87,Leo,4.77,185.1852
56146,100006,,86,Leo,5.54,96.5251
56148,99984,,58,UMa,5.94,53.4188
56211,100029,Lam,1,Dra,3.82,102.145
56242,100180,,88,Leo,6.27,23.3263
56243,100261,Omi-1,,Cen,5.07,100000.0
56250,100262,Omi-2,,Cen,5.12,100000.0
56343,100407,Xi,,Hya,3.54,39.7456
56445,100563,,89,Leo,5.76,27.2257
56473,100600,,90,Leo,5.95,581.3953
56561,100841,Lam,,Cen,3.11,128.7001
56583,100696,,2,Dra,5.19,72.8332
56633,100889,The,21,Crt,4.7,85.9845
56647,100920,Ups,91,Leo,4.3,55.6483
56675,101132,Pi,,Cha,5.64,41.511
56770,101107,,59,UMa,5.56,46.49
56779,101153,Ome,1,Vir,5.24,152.439
56789,101133,,60,UMa,6.09,99.2063
56802,101198,Iot,24,Crt,5.48,26.7308
56922,101431,Omi,,Hya,4.7,137.5516
56975,101484,,92,Leo,5.26,82.7815
56997,101501,,61,UMa,5.31,9.6117
57029,101606,,62,UMa,5.73,41.1523
57111,101673,,3,Dra,5.32,184.5018
57283,102070,Zet,27,Crt,4.71,108.2251
57328,102124,Xi,2,Vir,4.84,37.4111
57363,102249,Lam,,Mus,3.63,38.9864
57380,102212,Nu,3,Vir,4.04,90.0901
57399,102224,Chi,63,UMa,3.69,56.3063
57562,102510,,4,Vir,5.31,59.1716
57565,102509,,93,Leo,4.5,71.3267
57581,102584,Mu,,Mus,4.75,131.7523
57632,102647,Bet,94,Leo,2.14,10.9999
57757,102870,Bet,5,Vir,3.59,10.929
57936,103192,Bet,,Hya,4.29,94.9668
58001,103287,Gam,64,UMa,2.41,25.5037
58110,103484,,6,Vir,5.58,52.5762
58112,103483,,65,UMa,6.54,211.8644
58117,103498,,65,UMa,7.03,296.7359
58159,103578,,95,Leo,5.53,151.7451
58181,103605,,66,UMa,5.83,94.8767
58188,103632,Eta,30,Crt,5.17,77.101
58484,104174,Eps,,Cha,4.88,110.8647
58510,104181,,7,Vir,5.36,93.633
58590,104321,Pi,8,Vir,4.65,117.7856
58661,104452,,1,Com,6.57,155.0388
58684,104513,,67,UMa,5.22,34.27
58758,104671,The-1,,Cru,4.32,72.0461
58858,104827,,2,Com,5.89,101.0101
58867,104841,The-2,,Cru,4.72,261.7801
58905,104902,Kap,,Cha,5.04,146.1988
58948,104979,Omi,9,Vir,4.12,50.0501
59072,105211,Eta,,Cru,4.14,19.755
59196,105435,Del,,Cen,2.58,127.2265
59199,105452,Alp,1,Crv,4.02,14.9365
59285,105639,,10,Vir,5.95,73.046
59309,105702,,11,Vir,5.72,44.0529
59316,105707,Eps,2,Crv,3.02,97.4659
59352,105778,,3,Com,6.4,224.2152
59394,105850,,3,Crv,5.45,58.8235
59449,105937,Rho,,Cen,3.97,116.144
59458,106002,,68,UMa,6.34,271.7391
59468,105981,,4,Com,5.66,271.7391
59501,106057,,5,Com,5.6,130.3781
59608,106251,,12,Vir,5.85,50.1756
59747,106490,Del,,Cru,2.79,105.8201
59774,106591,Del,69,UMa,3.32,24.6853
59803,106625,Gam,4,Crv,2.58,47.1032
59819,106661,,6,Com,5.09,60.9013
59831,106690,,2,CVn,5.69,236.4066
59847,106714,,7,Com,4.93,76.4526
59929,106849,Eps,,Mus,4.06,92.4214
60000,106911,Bet,,Cha,4.24,91.4913
60009,106983,Zet,,Cru,4.06,109.6491
60030,107070,,13,Vir,5.9,114.5475
60087,107168,,8,Com,6.26,85.6898
60088,107161,,14,Vir,6.84,192.6782
60098,107213,,9,Com,6.38,54.4662
60122,107274,,3,CVn,5.28,180.8318
60123,107276,,10,Com,6.64,107.6426
60129,107259,Eta,15,Vir,3.89,81.367
60172,107328,,16,Vir,4.97,94.4287
60189,107348,Zet,5,Crv,5.2,127.3885
60202,107383,,11,Com,4.72,88.8889
60212,107465,,70,UMa,5.54,194.9318
60260,107446,Eps,,Cru,3.59,70.4722
60320,107566,Zet-2,,Mus,5.15,101.1122
60329,107567,Zet-1,,Mus,5.73,100.2004
60351,107700,,12,Com,4.78,90.3342
60353,107705,,17,Vir,6.46,29.9222
60425,107815,,6,Crv,5.66,101.5228
60467,107904,,4,CVn,6.03,95.1475
60485,107950,,5,CVn,4.76,118.4834
60514,107966,,13,Com,5.17,81.103
60584,108135,,71,UMa,5.82,263.1579
60646,108225,,6,CVn,5.01,80.1925
60697,108283,,14,Com,4.92,84.6024
60712,108346,,72,UMa,7.03,129.0323
60718,108248,Alp-1,,Cru,0.77,98.7167
60742,108381,Gam,15,Com,4.35,51.2821
60746,108382,,16,Com,4.98,85.1789
60795,108502,,73,UMa,5.68,127.8772
60823,108483,Sig,,Cen,3.91,126.2626
60904,108662,,17,Com,5.29,72.8863
60941,108722,,18,Com,5.47,61.6143
60957,108765,,20,Com,5.68,84.0336
60965,108767,Del,7,Crv,2.94,26.6312
60978,108844,,74,UMa,5.37,83.7521
60988,108845,,7,CVn,6.21,44.7628
60992,108861,,75,UMa,6.07,119.7605
60998,108907,,4,Dra,5.01,190.4762
61071,108945,,21,Com,5.47,82.713
61084,108903,Gam,,Cru,1.59,27.1518
61174,109085,Eta,8,Crv,4.3,18.2815
61199,109026,Gam,,Mus,3.84,99.6016
61246,109217,,20,Vir,6.29,144.9275
61281,109387,Kap,5,Dra,3.85,150.3759
61295,109307,,22,Com,6.28,89.0472
61317,109358,Bet,8,CVn,4.24,8.4395
61318,109309,,21,Vir,5.48,79.2393
61359,109379,Bet,9,Crv,2.65,44.6628
61384,109551,,6,Dra,4.95,184.5018
61394,109485,,23,Com,4.8,95.057
61415,109510,,24,Com,6.57,51.8403
61418,109511,,24,Com,5.03,138.1215
61558,109704,,25,Vir,5.88,69.0131
61571,109742,,25,Com,5.7,194.5525
61585,109668,Alp,,Mus,2.69,96.7118
61622,109787,Tau,,Cen,3.85,40.2414
61692,109980,,9,CVn,6.35,67.8426
61724,110024,,26,Com,5.49,83.8223
61740,110014,Chi,26,Vir,4.66,90.009
